question_id,domain,tier,subtopic,model,confidence_percent,score,justification,common_misconception
fide_042,fide,2,en_passant,gpt4o,90,0.0,States a common misconception rather than the actual rule.,That the capturing pawn lands on a4 where the enemy pawn actually stands.
fide_043,fide,2,en_passant,gpt4o,82,0.5,Right general direction but omits a key qualifying detail.,That en passant rights persist as long as the two pawns remain adjacent.
fide_044,fide,3,en_passant,gpt4o,61,0.0,Contradicts the governing regulation.,"That if the two-square advance and adjacency conditions are satisfied, the en passant capture must always be legal."
fide_045,fide,2,castling_rules,gpt4o,88,1.0,Matches the ground truth precisely.,That castling is a valid way to move the king out of check.
fide_046,fide,2,castling_rules,gpt4o,74,0.5,Partially correct; misstates one condition of the rule.,"That only the king's final square needs to be safe, not the square it crosses."
fide_047,fide,2,castling_rules,gpt4o,85,1.0,Accurate and complete; captures the essential point.,That castling exempts the king from the rule against moving into check.
fide_048,fide,2,castling_rules,gpt4o,78,1.0,Matches the ground truth precisely.,That castling queenside is illegal whenever the b1/b8 square is attacked.
fide_049,fide,3,castling_rules,gpt4o,67,0.0,Confidently wrong on the core procedure.,That a king which was ever in check at any point in the game permanently loses the right to castle.
fide_050,fide,2,castling_rules,gpt4o,83,0.5,Partially correct; misstates one condition of the rule.,That you can castle by jumping the king over an intervening knight or bishop.
fide_051,fide,2,touch_move,gpt4o,71,1.0,Fully aligned with the regulation cited.,That you may touch a piece to test ideas and then freely move a different one.
fide_052,fide,2,touch_move,gpt4o,79,1.0,Correctly states the rule and its application.,That touching an enemy piece carries no obligation at all.
fide_053,fide,2,touch_move,gpt4o,75,1.0,Accurate and complete; captures the essential point.,That you can adjust a piece silently and announce 'I adjust' only if challenged.
fide_054,fide,2,touch_move,gpt4o,83,1.0,Matches the ground truth precisely.,That touching a pinned piece forfeits the game or forces an illegal move.
fide_055,fide,2,touch_move,gpt4o,74,1.0,Matches the ground truth precisely.,"That a move can be taken back as long as you have not pressed the clock, even after releasing the piece."
fide_056,fide,2,clock_handling,gpt4o,77,0.0,Confidently wrong on the core procedure.,That a player may move with one hand and press the clock with the other for speed.
fide_057,fide,2,clock_handling,gpt4o,63,1.0,Matches the ground truth precisely.,That the opponent must tell the player to press their clock or it does not count.
fide_058,fide,3,clock_handling,gpt4o,57,0.0,States a common misconception rather than the actual rule.,That a move is invalid or incomplete if the moved piece is left tipped over rather than standing upright on its square.
fide_059,fide,2,clock_handling,gpt4o,64,1.0,Fully aligned with the regulation cited.,That running out of time is always an automatic loss regardless of the opponent's material.
fide_060,fide,2,clock_handling,gpt4o,66,1.0,Fully aligned with the regulation cited.,"That losing on time is always a loss, even against an opponent who has only a king."
fide_061,fide,2,scoresheet_obligations,gpt4o,79,0.0,States a common misconception rather than the actual rule.,"That a player only needs to record their own moves, not the opponent's."
fide_062,fide,2,scoresheet_obligations,gpt4o,70,1.0,Accurate and complete; captures the essential point.,That score-keeping is always mandatory even in severe time pressure.
fide_063,fide,2,scoresheet_obligations,gpt4o,84,0.0,Confidently wrong on the core procedure.,That each player owns and may keep their personal scoresheet.
fide_064,fide,2,scoresheet_obligations,gpt4o,67,1.0,Fully aligned with the regulation cited.,That a verbal claim alone suffices regardless of whether the moves were recorded.
fide_065,fide,2,threefold_repetition,gpt4o,82,0.0,Confidently wrong on the core procedure.,That you can play the repeating move first and then claim the draw afterward.
fide_066,fide,2,threefold_repetition,gpt4o,71,1.0,Correctly states the rule and its application.,"That identical piece placement alone makes positions count as repetitions, regardless of side to move or castling rights."
fide_067,fide,2,threefold_repetition,gpt4o,73,0.0,States a common misconception rather than the actual rule.,That an incorrect repetition claim carries no penalty and you can simply retract it.
fide_068,fide,2,threefold_repetition,gpt4o,84,1.0,Matches the ground truth precisely.,That the same position must repeat three times back-to-back to claim a draw.
fide_069,fide,2,fifty_move_rule,gpt4o,75,1.0,Correctly states the rule and its application.,That you can complete the 50th move first and then claim the draw.
fide_070,fide,2,fifty_move_rule,gpt4o,72,0.5,"Close, but conflates two related provisions.","That only captures reset the count, while quiet pawn moves do not."
fide_071,fide,2,fifty_move_rule,gpt4o,89,0.0,Contradicts the governing regulation.,That the game is always automatically drawn exactly at 50 moves without any claim.
fide_072,fide,3,insufficient_material,gpt4o,62,0.0,Misidentifies the applicable article and outcome.,"That because two knights cannot force mate, a flag fall against them is automatically scored as a draw."
fide_073,fide,3,insufficient_material,gpt4o,71,0.0,Misidentifies the applicable article and outcome.,"That whenever neither side can FORCE mate, a flag fall is automatically a draw, ignoring that extra enemy material can make a helpmate possible."
fide_074,fide,2,insufficient_material,gpt4o,81,0.0,Confidently wrong on the core procedure.,That the players must keep playing until a flag falls or a draw is agreed.
fide_075,fide,2,insufficient_material,gpt4o,84,0.5,"Close, but conflates two related provisions.","That a rook, like a single bishop or knight, cannot force checkmate alone with its king."
fide_076,fide,3,illegal_position_procedure,gpt4o,38,0.0,Confidently wrong on the core procedure.,That any illegal position discovered mid-game forces the entire game to be cancelled and replayed from the start.
fide_077,fide,2,illegal_position_procedure,gpt4o,67,0.0,States a common misconception rather than the actual rule.,That you can just correct the pieces mid-game and keep playing from where you are.
fide_078,fide,2,illegal_position_procedure,gpt4o,57,1.0,Matches the ground truth precisely.,That a wrongly oriented board always voids the game and forces a restart.
fide_079,fide,2,illegal_position_procedure,gpt4o,56,1.0,Matches the ground truth precisely.,That a wrong-color assignment always voids the game no matter how many moves have been played.
fide_080,fide,3,arbiter_edge_cases,gpt4o,47,0.0,States a common misconception rather than the actual rule.,That touching or moving the rook first during castling is automatically a penalized illegal move giving the opponent two minutes.
fide_081,fide,2,arbiter_edge_cases,gpt4o,53,0.0,Contradicts the governing regulation.,That the loss occurs on the very first illegal move rather than the second.
fide_082,fide,2,arbiter_edge_cases,gpt4o,52,0.0,Misidentifies the applicable article and outcome.,That the pawn automatically becomes a queen if left on the last rank.
fide_083,fide,3,arbiter_edge_cases,gpt4o,44,0.0,Contradicts the governing regulation.,"That any time your own king falls over, even by accident, the game is automatically lost as a resignation."
fide_084,fide,2,arbiter_edge_cases,gpt4o,56,1.0,Fully aligned with the regulation cited.,That having a silent phone in your pocket is acceptable as long as it does not ring.
fide_085,fide,2,en_passant,gpt4o,89,1.0,Fully aligned with the regulation cited.,That any passing pawn or piece can be taken en passant.
fide_086,fide,3,clock_handling,gpt4o,61,0.0,Contradicts the governing regulation.,That you can still claim a win for an opponent's illegal move even after you have already replied with your own move.
fide_087,fide,2,arbiter_edge_cases,gpt4o,61,0.0,Contradicts the governing regulation.,That an out-of-turn draw offer is automatically void and cannot be accepted.
fide_088,fide,2,scoresheet_obligations,gpt4o,74,1.0,Matches the ground truth precisely.,That you may write your intended move down before playing it to help calculation.
fide_089,fide,2,illegal_position_procedure,gpt4o,64,1.0,Fully aligned with the regulation cited.,That after correcting an illegal move the player is completely free of any touch-move obligation.
fide_090,fide,3,clock_handling,gpt4o,49,0.0,States a common misconception rather than the actual rule.,That a player with a clearly winning position is awarded the win when both flags fall together in the last period.
fide_091,fide,3,arbiter_edge_cases,gpt4o,36,0.0,States a common misconception rather than the actual rule.,That a king may capture any adjacent enemy piece since it is right next to it.
fide_092,fide,3,castling_rules,gpt4o,56,0.0,Misidentifies the applicable article and outcome.,That castling rights are restored when the rook comes back to its starting square.
fide_093,fide,3,arbiter_edge_cases,gpt4o,42,0.0,Misidentifies the applicable article and outcome.,That the player who still has a winning position wins despite both flags being down.
fide_094,fide,3,illegal_position_procedure,gpt4o,38,1.0,Matches the ground truth precisely.,That an illegal move found after the game ends retroactively invalidates the result.
fide_095,fide,3,en_passant,gpt4o,60,0.0,Confidently wrong on the core procedure.,That the en passant right is merely postponed and can be taken a move or two later.
fide_096,fide,3,stalemate_draws,gpt4o,63,0.5,Right general direction but omits a key qualifying detail.,That having an overwhelming material advantage converts a stalemate into a win.
fide_097,fide,3,arbiter_edge_cases,gpt4o,43,0.5,"Close, but conflates two related provisions.",That a flag fall always beats a checkmate delivered around the same moment.
fide_098,fide,3,insufficient_material,gpt4o,67,1.0,Fully aligned with the regulation cited.,That any theoretical helpmate possibility automatically makes a flag fall a loss even with a single knight.
fide_099,fide,3,illegal_position_procedure,gpt4o,53,1.0,Accurate and complete; captures the essential point.,That failing to claim immediately means the illegal move stands permanently with no remedy.
fide_100,fide,3,arbiter_edge_cases,gpt4o,43,0.0,Confidently wrong on the core procedure.,That the moment you touch or place a queen on the promotion square you are bound to promote to a queen.
fia_001,fia,1,qualifying_format,gpt4o,93,1.0,Fully aligned with the regulation cited.,"People assume the slowest six are cut to leave a round number, but with a 20-car grid it is exactly five eliminated per round."
fia_002,fia,1,qualifying_format,gpt4o,89,1.0,Correctly states the rule and its application.,"Some think Q3 includes all surviving cars from Q1, but it is strictly the ten fastest from Q2."
fia_003,fia,1,pit_lane_rules,gpt4o,84,1.0,Accurate and complete; captures the essential point.,"Many believe the limit is always 60 km/h because some circuits use it, but the default standard is 80 km/h."
fia_004,fia,1,pit_lane_rules,gpt4o,87,0.5,Right general direction but omits a key qualifying detail.,"People assume it is always a drive-through, but in the race a standard time penalty is the typical sanction, with fines used in practice."
fia_005,fia,1,race_start,gpt4o,85,0.5,Partially correct; misstates one condition of the rule.,"Some think a green light signals the start, but it is the extinguishing of the red lights that starts the race."
fia_006,fia,1,race_start,gpt4o,83,1.0,Fully aligned with the regulation cited.,"Many think any twitch is penalized, but the car must actually move out of position before the lights go out to trigger a jump start."
fia_007,fia,1,safety_car,gpt4o,87,1.0,Correctly states the rule and its application.,"People assume drivers can race up to catch the pack, but overtaking is banned the moment the safety car is deployed."
fia_008,fia,1,safety_car,gpt4o,87,0.0,Contradicts the governing regulation.,People think a green light tells drivers to pass; in fact it is the extinguishing of the safety car's lights that signals it is returning to the pits.
fia_009,fia,1,vsc,gpt4o,77,0.0,Contradicts the governing regulation.,"Drivers think they just need to be slower overall, but they must stay positive to the VSC delta in every mini-sector, not just on average."
fia_010,fia,1,vsc,gpt4o,91,0.5,Captures the gist but the specifics are imprecise.,"Some believe the pit lane is closed during a VSC like at the start of a safety car period, but pitting is allowed under VSC."
fia_011,fia,1,drs,gpt4o,94,1.0,Correctly states the rule and its application.,"People often think it is a two-second gap, but the threshold is one second at the detection point."
fia_012,fia,1,drs,gpt4o,86,1.0,Fully aligned with the regulation cited.,"Drivers assume DRS is available from lap one, but it is disabled for the first two laps after a start or restart."
fia_013,fia,1,drs,gpt4o,94,0.0,Misidentifies the applicable article and outcome.,"Some think DRS is always available once the one-second gap is met, but the race director can disable it in the wet."
fia_014,fia,1,blue_flags,gpt4o,86,1.0,Matches the ground truth precisely.,"Some think a blue flag tells the faster car to back off, but it instructs the slower lapped car to yield."
fia_015,fia,1,blue_flags,gpt4o,74,1.0,Matches the ground truth precisely.,"People think blue flags are merely advisory, but ignoring them is a penalizable offence."
fia_016,fia,1,points_scoring,gpt4o,94,0.0,States a common misconception rather than the actual rule.,"Some still think first place is worth 10 points from the older system, but it has been 25 since 2010."
fia_017,fia,1,points_scoring,gpt4o,82,1.0,Matches the ground truth precisely.,"People sometimes think the top eight or six score, reflecting older systems, but it has been the top ten since 2010."
fia_018,fia,1,points_scoring,gpt4o,87,1.0,Correctly states the rule and its application.,"People think anyone can win the fastest-lap point, but the driver must finish in the top ten to receive it."
fia_019,fia,1,points_scoring,gpt4o,82,1.0,Accurate and complete; captures the essential point.,"Some assume a smaller gap like 20 points, but second is 18, a deliberate seven-point gap from the win."
fia_020,fia,1,parc_ferme,gpt4o,85,1.0,Accurate and complete; captures the essential point.,"People think parc fermé only applies after the race, but it actually begins at the start of qualifying."
fia_021,fia,1,parc_ferme,gpt4o,90,0.5,Captures the gist but the specifics are imprecise.,"Teams are thought to be able to tweak wings overnight, but aero setup changes are forbidden under parc fermé."
fia_022,fia,1,parc_ferme,gpt4o,91,1.0,Correctly states the rule and its application.,"People assume a grid drop, but the standard consequence for breaking parc fermé is a pit lane start."
fia_023,fia,1,safety_car,gpt4o,78,1.0,Matches the ground truth precisely.,"People assume the pit lane is always open under safety car, but it can be temporarily closed at deployment for safety."
fia_024,fia,1,race_start,gpt4o,82,1.0,Correctly states the rule and its application.,"People think the race simply continues around a stalled car, but the start is aborted and the car removed for safety."
fia_025,fia,1,qualifying_format,gpt4o,78,0.0,Contradicts the governing regulation.,"Many still believe the top ten must start on their Q2 tyres, but that rule was abolished."
fia_026,fia,1,pit_lane_rules,gpt4o,95,1.0,Correctly states the rule and its application.,"People think the pit lane is a free-for-all to gain places, but unsafe releases and dangerous overtakes there are penalized."
fia_027,fia,1,vsc,gpt4o,86,1.0,Fully aligned with the regulation cited.,"Drivers think VSC ends instantly when they see the message, but they must stay on delta until the official end signal."
fia_028,fia,1,drs,gpt4o,82,1.0,Matches the ground truth precisely.,"People assume every track has exactly one DRS zone, but many have two or three."
fia_029,fia,1,blue_flags,gpt4o,95,1.0,Matches the ground truth precisely.,"People think blue flags only apply during the race for lapping, but they are also used in qualifying for approaching fast cars."
fia_030,fia,1,points_scoring,gpt4o,94,1.0,Correctly states the rule and its application.,"People assume full points if two laps are completed, but a sliding scale now governs reduced-distance races."
fia_031,fia,1,parc_ferme,gpt4o,84,1.0,Fully aligned with the regulation cited.,"People think nothing can be touched under parc fermé, but tyre changes and several other operations are explicitly allowed."
fia_032,fia,1,race_start,gpt4o,93,0.0,States a common misconception rather than the actual rule.,"People think drivers can jockey for position on the formation lap, but overtaking is only allowed to regain a lost place."
fia_033,fia,1,safety_car,gpt4o,93,0.0,Confidently wrong on the core procedure.,"People think racing resumes immediately when the safety car leaves, but the leader sets the pace until the control line."
fia_034,fia,1,vsc,gpt4o,87,1.0,Correctly states the rule and its application.,"People assume positions can still change under VSC since there's no physical car, but overtaking is banned."
fia_035,fia,1,drs,gpt4o,87,1.0,Correctly states the rule and its application.,"People think DRS can be used defensively whenever someone is behind, but it depends only on the gap to the car ahead."
fia_036,fia,1,safety_car,gpt4o,87,1.0,Matches the ground truth precisely.,"People think blue flags wave lapped cars past under the safety car, but the safety car rules govern unlapping instead."
fia_037,fia,1,points_scoring,gpt4o,93,1.0,Matches the ground truth precisely.,"People think constructors use a different or halved scale, but both championships use the same per-position points."
fia_038,fia,1,track_limits,gpt4o,93,1.0,Accurate and complete; captures the essential point.,"People think a small excursion is tolerated, but a lap with all four wheels beyond the white line is deleted."
fia_039,fia,1,pit_lane_rules,gpt4o,79,0.5,Partially correct; misstates one condition of the rule.,"People think the limit only applies during the race, but it is enforced in every on-track session."
fia_040,fia,1,safety_car,gpt4o,89,1.0,Matches the ground truth precisely.,"People think a single signal suffices, but it is signalled simultaneously by waved yellows, SC boards, and the timing message."
fia_041,fia,2,technical_regulations,gpt4o,50,0.0,Contradicts the governing regulation.,"People think any flexing is automatically illegal, but parts are legal as long as deflection under the defined test load stays within the limit."
fia_042,fia,2,technical_regulations,gpt4o,42,0.5,Right general direction but omits a key qualifying detail.,"Teams assume passing the published test means full legality, but the FIA can impose tougher tests and still judge a part non-compliant."
fia_043,fia,2,drs,gpt4o,78,0.5,Partially correct; misstates one condition of the rule.,"Drivers think DRS returns immediately when green flags fly after a safety car, but it is delayed two laps after the restart."
fia_044,fia,2,parc_ferme,gpt4o,75,1.0,Correctly states the rule and its application.,"People assume parc fermé timing is identical to a standard weekend, but on Sprint weekends it begins at Sprint Qualifying."
fia_045,fia,2,sprint_weekend_procedure,gpt4o,62,0.0,Contradicts the governing regulation.,"People think the car is locked from Friday to Sunday on a Sprint weekend, but 2024 allows setup changes between the Sprint and main qualifying."
fia_046,fia,2,sprint_weekend_procedure,gpt4o,76,0.0,Confidently wrong on the core procedure.,"People think Sprint points mirror the full race scale or only the top three score, but the top eight score with 8 for the win."
fia_047,fia,2,cost_cap_rules,gpt4o,46,0.0,Misidentifies the applicable article and outcome.,"People assume crash damage is exempt because it is not the team's fault, but it counts against the cost cap."
fia_048,fia,2,cost_cap_rules,gpt4o,51,0.0,Confidently wrong on the core procedure.,"People think the cost cap covers absolutely all spending including driver salaries, but driver pay and top personnel are excluded."
fia_049,fia,2,cost_cap_rules,gpt4o,44,0.0,Confidently wrong on the core procedure.,"People think any breach is treated identically, but the rules separate procedural from minor and material overspend breaches."
fia_050,fia,2,power_unit_penalties,gpt4o,68,1.0,Matches the ground truth precisely.,"People think there is one combined engine allowance, but each element type has its own separate seasonal limit."
fia_051,fia,2,power_unit_penalties,gpt4o,73,0.5,Captures the gist but the specifics are imprecise.,"People think every extra engine part is a fixed ten places, but only the first is ten and subsequent new elements are five each."
fia_052,fia,2,power_unit_penalties,gpt4o,72,0.0,Contradicts the governing regulation.,"People think a driver can be pushed behind the grid into negative positions, but penalties beyond 15 just mean a back-of-grid start."
fia_053,fia,2,race_start,gpt4o,76,0.0,Misidentifies the applicable article and outcome.,"People think the race just proceeds with a gap on the grid, but the start is aborted and the race distance reduced by a lap."
fia_054,fia,2,red_flag_restart,gpt4o,76,0.0,Confidently wrong on the core procedure.,"People think positions are taken from the exact moment of the red flag, but the order is from the last fully completed lap."
fia_055,fia,2,red_flag_restart,gpt4o,67,0.0,States a common misconception rather than the actual rule.,"People think the car is frozen during a red flag, but teams can change tyres and perform permitted work, giving a free stop."
fia_056,fia,2,red_flag_restart,gpt4o,67,1.0,Accurate and complete; captures the essential point.,"People assume the car keeps its grid slot, but a car in the pits at the red flag must restart from the pit lane."
fia_057,fia,2,driver_change,gpt4o,81,0.0,States a common misconception rather than the actual rule.,"People think a substitute simply inherits the qualified grid slot, but a driver change usually means a pit lane start."
fia_058,fia,2,driver_change,gpt4o,73,0.0,Misidentifies the applicable article and outcome.,"People think only the contracted regular drivers' points count for the constructor, but a substitute's points also count."
fia_059,fia,2,weight_enforcement,gpt4o,80,1.0,Fully aligned with the regulation cited.,"People think weight only matters at scrutineering before the weekend, but it must be met at every weigh-in throughout the event."
fia_060,fia,2,weight_enforcement,gpt4o,72,0.0,Contradicts the governing regulation.,"People think the minimum weight is the car alone, but it includes the driver, with a separate driver-and-seat minimum."
fia_061,fia,2,technical_regulations,gpt4o,57,1.0,Matches the ground truth precisely.,"People think running the tank nearly dry is fine, but failing to provide the one-litre sample leads to disqualification."
fia_062,fia,2,steward_decisions,gpt4o,39,0.0,Contradicts the governing regulation.,"People think the chequered flag locks the result, but stewards can apply post-race penalties before results are final."
fia_063,fia,2,steward_decisions,gpt4o,49,0.0,States a common misconception rather than the actual rule.,"People think a team can simply appeal because they disagree, but a review requires significant new and previously unavailable evidence."
fia_064,fia,2,steward_decisions,gpt4o,41,0.5,Right general direction but omits a key qualifying detail.,"People think the black-and-orange flag is a punishment, but it is a safety instruction to repair a dangerous component."
fia_065,fia,2,pit_lane_rules,gpt4o,76,0.0,Misidentifies the applicable article and outcome.,"People think only a detached wheel counts, but releasing into another car's path is equally an unsafe release."
fia_066,fia,2,technical_regulations,gpt4o,54,1.0,Matches the ground truth precisely.,"People think the plank is just for protection, but it is a ride-height enforcement device whose excessive wear causes disqualification."
fia_067,fia,2,power_unit_penalties,gpt4o,65,1.0,Accurate and complete; captures the essential point.,"People think a penalized engine carries a penalty every time it's used, but the penalty applies only once when it's introduced."
fia_068,fia,2,cost_cap_rules,gpt4o,43,0.0,Contradicts the governing regulation.,"People think a cost cap breach is only a fine, but material breaches can carry points deductions and testing restrictions."
fia_069,fia,2,sprint_weekend_procedure,gpt4o,67,1.0,Fully aligned with the regulation cited.,"People assume the fastest-lap point applies to all races, but it is exclusive to the Grand Prix, not the Sprint."
fia_070,fia,2,red_flag_restart,gpt4o,78,0.0,States a common misconception rather than the actual rule.,"People think any car can rejoin after a red flag, but a car must reach the grid in time and meet eligibility to restart."
fia_071,fia,2,weight_enforcement,gpt4o,79,0.0,Confidently wrong on the core procedure.,"People think a small underweight gets a minor penalty, but it normally means full exclusion from the session results."
fia_072,fia,2,technical_regulations,gpt4o,49,0.0,Contradicts the governing regulation.,"People think clever flexing or moving aero is allowed if it passes tests, but movable aerodynamic devices other than DRS are banned."
fia_073,fia,2,driver_change,gpt4o,70,0.0,States a common misconception rather than the actual rule.,"People think a reserve can step in on short notice regardless of licence, but a valid Super Licence is mandatory."
fia_074,fia,2,steward_decisions,gpt4o,45,0.0,States a common misconception rather than the actual rule.,"People think retiring escapes a penalty, but an unserved sanction can carry over to the next race."
fia_075,fia,2,cost_cap_rules,gpt4o,30,0.0,Contradicts the governing regulation.,"People think all teams get equal wind tunnel time, but allocations scale inversely with championship position."
fia_076,fia,2,sprint_weekend_procedure,gpt4o,57,1.0,Accurate and complete; captures the essential point.,"People think the Sprint finishing order sets the Grand Prix grid, but a separate qualifying determines it in 2024."
fia_077,fia,2,power_unit_penalties,gpt4o,63,1.0,Matches the ground truth precisely.,"People think PU penalties hit both the Sprint and the race, but they are applied to the Grand Prix grid."
fia_078,fia,2,technical_regulations,gpt4o,59,0.0,States a common misconception rather than the actual rule.,"People think the ADR is optional telemetry, but it is a mandatory safety device required for the car to run."
fia_079,fia,2,vsc,gpt4o,66,1.0,Fully aligned with the regulation cited.,"People think a VSC and safety car are mutually exclusive, but a VSC can be escalated to a full safety car as needed."
fia_080,fia,2,steward_decisions,gpt4o,43,1.0,Fully aligned with the regulation cited.,"People think every penalty can be appealed, but in-race driving penalties are explicitly non-appealable."
fia_081,fia,3,safety_car,gpt4o,64,0.5,Right general direction but omits a key qualifying detail.,"People believe only the cars directly between the leader and the next contender unlap, but the literal rule refers to any/all lapped cars."
fia_082,fia,3,safety_car,gpt4o,56,0.5,"Close, but conflates two related provisions.","People think the safety car comes in the same lap the unlapping message is given, but the literal rule specifies the end of the following lap."
fia_083,fia,3,safety_car,gpt4o,53,0.0,States a common misconception rather than the actual rule.,"People think the rule clearly mandated a fixed outcome, but the literal wording's ambiguity over discretion is exactly what caused the dispute."
fia_084,fia,3,track_limits,gpt4o,67,0.0,Confidently wrong on the core procedure.,"People think each race track-limits breach just deletes a lap like in qualifying, but in the race it escalates to flags and time penalties."
fia_085,fia,3,track_limits,gpt4o,64,0.0,States a common misconception rather than the actual rule.,"People think touching the kerb or going slightly wide counts, but limits are exceeded only when all four wheels are beyond the white line."
fia_086,fia,3,steward_decisions,gpt4o,23,0.0,Contradicts the governing regulation.,"People think stewards can freely revisit any call after a session, but discretionary judgements need a formal review with new evidence."
fia_087,fia,3,steward_decisions,gpt4o,42,0.0,Misidentifies the applicable article and outcome.,"People think stewards can amend a final result whenever new opinions arise, but only formal review or appeal can change a declared-final result."
